approvalStatus,priority,exceptionCandidate,supplier,supplierCode,category,seoMode,rrp,sku,title,slug,sourceUrl,reason,recommendedAction,approvedBy,approvedDate,notes
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,holden-comm-ve-v8-ute-headers-17-8-metallic-cats-3-cat-back-twin-system-with-var,Holden Comm VE V8 UTE Headers 17 8 Metallic Cats 3 CAT Back Twin System with VAR,holden-comm-ve-v8-ute-headers-17-8-metallic-cats-3-cat-back-twin-system-with-var,https://swd.com.au/products/holden-comm-ve-v8-ute-headers-17-8-metallic-cats-3-cat-back-twin-system-with-varex-rea,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,holden-commodore-ve-ss-twin-3cat-back-large-front-resonato-r-stainless-steel,Holden Commodore VE SS Twin 3CAT Back Large Front Resonato R Stainless Steel,holden-commodore-ve-ss-twin-3cat-back-large-front-resonato-r-stainless-steel,https://swd.com.au/products/holden-commodore-ve-ss-twin-3cat-back-large-front-resonato-r-stainless-steel,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,holden-cruze-2011-rear-section,Holden Cruze 2011 Rear Section,holden-cruze-2011-rear-section,https://swd.com.au/products/holden-cruze-2011-rear-section,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,holden-hsv-ve-cat-replacement-pipe-21-2racing-use-only-r-ight-side,Holden HSV VE CAT Replacement Pipe 21 2RACING USE Only R Ight Side,holden-hsv-ve-cat-replacement-pipe-21-2racing-use-only-r-ight-side,https://swd.com.au/products/holden-hsv-ve-cat-replacement-pipe-21-2racing-use-only-r-ight-side,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,holden-monaro-headers-15-8metallic-cats-dual-21-2-21-2system-cat-back-mild-steel,Holden Monaro Headers 15 8METALLIC Cats Dual 21 2 21 2SYSTEM CAT Back Mild Steel,holden-monaro-headers-15-8metallic-cats-dual-21-2-21-2system-cat-back-mild-steel,https://swd.com.au/products/holden-monaro-headers-15-8metallic-cats-dual-21-2-21-2system-cat-back-mild-steel,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,honda-prelude-98-cat-back-with-s10,Honda Prelude 98 CAT Back with S10,honda-prelude-98-cat-back-with-s10,https://swd.com.au/products/honda-prelude-98-cat-back-with-s10,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,hot-dog-2inlet-12long-stainl,HOT DOG 2INLET 12LONG Stainl,hot-dog-2inlet-12long-stainl,https://swd.com.au/products/hot-dog-2inlet-12long-stainl,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,hsv-vt-vz-v8-13-4-primary-to-3-collector-4-1-tuned-name,HSV VT VZ V8 13 4 Primary to 3 Collector 4 1 Tuned Name,hsv-vt-vz-v8-13-4-primary-to-3-collector-4-1-tuned-name,https://swd.com.au/products/hsv-vt-vz-v8-13-4-primary-to-3-collector-4-1-tuned-name,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d01-suits-diagonally-detachable-lug,KEY Black 1D01 Suits Diagonally Detachable LUG,key-black-1d01-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d01-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d02-suits-diagonally-detachable-lug,KEY Black 1D02 Suits Diagonally Detachable LUG,key-black-1d02-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d02-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d05-suits-diagonally-detachable-lug,KEY Black 1D05 Suits Diagonally Detachable LUG,key-black-1d05-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d05-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d11-suits-diagonally-detachable-lug,KEY Black 1D11 Suits Diagonally Detachable LUG,key-black-1d11-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d11-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d12-suits-diagonally-detachable-lug,KEY Black 1D12 Suits Diagonally Detachable LUG,key-black-1d12-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d12-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d13-suits-diagonally-detachable-lug,KEY Black 1D13 Suits Diagonally Detachable LUG,key-black-1d13-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d13-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d15-suits-diagonally-detachable-lug,KEY Black 1D15 Suits Diagonally Detachable LUG,key-black-1d15-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d15-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d28-suits-diagonally-detachable-lug,KEY Black 1D28 Suits Diagonally Detachable LUG,key-black-1d28-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d28-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d29-suits-diagonally-detachable-lug,KEY Black 1D29 Suits Diagonally Detachable LUG,key-black-1d29-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d29-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d39-suits-diagonally-detachable-lug,KEY Black 1D39 Suits Diagonally Detachable LUG,key-black-1d39-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d39-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d45-suits-diagonally-detachable-lug,KEY Black 1D45 Suits Diagonally Detachable LUG,key-black-1d45-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d45-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d48-suits-diagonally-detachable-lug,KEY Black 1D48 Suits Diagonally Detachable LUG,key-black-1d48-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d48-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d55-suits-diagonally-detachable-lug,KEY Black 1D55 Suits Diagonally Detachable LUG,key-black-1d55-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d55-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d56-suits-diagonally-detachable-lug,KEY Black 1D56 Suits Diagonally Detachable LUG,key-black-1d56-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d56-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-1d57-suits-diagonally-detachable-lug,KEY Black 1D57 Suits Diagonally Detachable LUG,key-black-1d57-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-1d57-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-3d19-suits-diagonally-detachable-lug,KEY Black 3D19 Suits Diagonally Detachable LUG,key-black-3d19-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-3d19-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-3d27-suits-diagonally-detachable-lug,KEY Black 3D27 Suits Diagonally Detachable LUG,key-black-3d27-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-3d27-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,key-black-3d30-suits-diagonally-detachable-lug,KEY Black 3D30 Suits Diagonally Detachable LUG,key-black-3d30-suits-diagonally-detachable-lug,https://swd.com.au/products/key-black-3d30-suits-diagonally-detachable-lug,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,lock-cover-bmu-p-v4,Lock Cover BMU P V4,lock-cover-bmu-p-v4,https://swd.com.au/products/lock-cover-bmu-p-v4,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,ni-200sx-s15-cat-back-drift,NI 200SX S15 CAT Back Drift,ni-200sx-s15-cat-back-drift,https://swd.com.au/products/ni-200sx-s15-cat-back-drift,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,smartturn-suits-diagonally-detachable-1,Smartturn Suits Diagonally Detachable 1,smartturn-suits-diagonally-detachable-1,https://swd.com.au/products/smartturn-suits-diagonally-detachable-1,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,straight-cut-tip-6-round-in-2-1-2-inlet-l-3-l-14-tip-out-4-1-2-tip-l-5-stainless,Straight CUT TIP 6 Round in 2 1 2 Inlet L 3 L 14 TIP OUT 4 1 2 TIP L 5 Stainless,straight-cut-tip-6-round-in-2-1-2-inlet-l-3-l-14-tip-out-4-1-2-tip-l-5-stainless,https://swd.com.au/products/straight-cut-tip-6-round-in-2-1-2-inlet-l-3-l-14-tip-out-4-1-2-tip-l-5-stainless,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,straight-cut-tip-6-round-in-3-inlet-l-3-l-14-tip-out-4-1-2-tip-l-5-stainless,Straight CUT TIP 6 Round in 3 Inlet L 3 L 14 TIP OUT 4 1 2 TIP L 5 Stainless,straight-cut-tip-6-round-in-3-inlet-l-3-l-14-tip-out-4-1-2-tip-l-5-stainless,https://swd.com.au/products/straight-cut-tip-6-round-in-3-inlet-l-3-l-14-tip-out-4-1-2-tip-l-5-stainless,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,subaru-liberty-gt-rear-left-mild-steel,Subaru Liberty GT Rear Left Mild Steel,subaru-liberty-gt-rear-left-mild-steel,https://swd.com.au/products/subaru-liberty-gt-rear-left-mild-steel,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,subaru-wrx-2009-sedan-3-tbs-w-metallic-cat-m-s,Subaru WRX 2009 Sedan 3 TBS W Metallic CAT M S,subaru-wrx-2009-sedan-3-tbs-w-metallic-cat-m-s,https://swd.com.au/products/subaru-wrx-2009-sedan-3-tbs-w-metallic-cat-m-s,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,subaru-wrx-sti-1994-2007-tbs-w-oval-twin-tip-varex-muffler,Subaru WRX STI 1994 2007 TBS W Oval Twin TIP Varex Muffler,subaru-wrx-sti-1994-2007-tbs-w-oval-twin-tip-varex-muffler,https://swd.com.au/products/subaru-wrx-sti-1994-2007-tbs-w-oval-twin-tip-varex-muffler,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,tip-y-shape-stainless-steel-tip-with-unequal-length-tips-and-2-5-inlet,TIP Y Shape Stainless Steel TIP with Unequal Length Tips and 2 5 Inlet,tip-y-shape-stainless-steel-tip-with-unequal-length-tips-and-2-5-inlet,https://swd.com.au/products/tip-y-shape-stainless-steel-tip-with-unequal-length-tips-and-2-5-inlet,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,twin-tip-6x10-oval-mufflercen,Twin TIP 6X10 Oval Mufflercen,twin-tip-6x10-oval-mufflercen,https://swd.com.au/products/twin-tip-6x10-oval-mufflercen,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,vf-clubsport-twin-3-cat-back,VF Clubsport Twin 3 CAT Back,vf-clubsport-twin-3-cat-back,https://swd.com.au/products/vf-clubsport-twin-3-cat-back,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
pending,P3,no,SWD,swd,exhaust-pipes-tips,standard,0.00,vw-bmu-key-acs06,VW BMU KEY ACS06,vw-bmu-key-acs06,https://swd.com.au/products/vw-bmu-key-acs06,No matched ZIP image candidate or usable remote image URL,Approve placeholder only if product is a commodity/accessory row with no supplier image,,,
