approvalStatus,priority,matchType,riskLevel,supplier,supplierCode,category,rrp,sku,title,slug,sourceUid,candidateSource,candidatePath,candidateKey,candidateReason,riskNote,recommendedAction,approvedBy,approvedDate,notes
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,extractors-headers,2706.99,CHEVH142-134-C,2010 Camaro 1 3/4in Headers With 3in Outlet (Silver Ceramic Coating),chevh142-134-c-2010-camaro-1-3-4in-headers-with-3in-outlet-silver-ceramic-coating,MPI_CHEVH142-134-C,source-zip,parts_database/mpi_automotive/images/raw/CHEVH142-134_1.png,chevh142134,Candidate matched after stripping SKU suffix from CHEVH142-134-C to CHEVH142-134.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,extractors-headers,2706.99,CHEVH142-134-C,2010 Camaro 1 3/4in Headers With 3in Outlet (Silver Ceramic Coating),chevh142-134-c-2010-camaro-1-3-4in-headers-with-3in-outlet-silver-ceramic-coating,MPI_CHEVH142-134-C,source-zip,parts_database/mpi_automotive/images/raw/CHEVH142-134_2.png,chevh142134,Candidate matched after stripping SKU suffix from CHEVH142-134-C to CHEVH142-134.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,public-loose-sku,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLML,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Left Hand Dump Tip, Stainless Steel",dp400llml-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel,MPI_DP400LLML,public,public/media/parts/mpi/dp400llml-b-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel-coated-b-1.webp,dp400llmlb4in102mmoutlet3inidinletlonglegmantabadgelefthanddumptipstainlesssteelcoatedb1,"Existing public media filename contains dp400llml, but is not an exact product media match.","Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLML,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Left Hand Dump Tip, Stainless Steel",dp400llml-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel,MPI_DP400LLML,source-zip,parts_database/mpi_automotive/images/processed/DP400LLML-B_1.png,dp400llmlb1,Candidate key starts with dp400llml but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLML,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Left Hand Dump Tip, Stainless Steel",dp400llml-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel,MPI_DP400LLML,source-zip,parts_database/mpi_automotive/images/processed/DP400LLML-B_2.png,dp400llmlb2,Candidate key starts with dp400llml but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLML,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Left Hand Dump Tip, Stainless Steel",dp400llml-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel,MPI_DP400LLML,source-zip,parts_database/mpi_automotive/images/processed/DP400LLML-B_3.png,dp400llmlb3,Candidate key starts with dp400llml but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLML,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Left Hand Dump Tip, Stainless Steel",dp400llml-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel,MPI_DP400LLML,source-zip,parts_database/mpi_automotive/images/raw/DP400LLML-B_1.png,dp400llmlb1,Candidate key starts with dp400llml but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLML,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Left Hand Dump Tip, Stainless Steel",dp400llml-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel,MPI_DP400LLML,source-zip,parts_database/mpi_automotive/images/raw/DP400LLML-B_2.png,dp400llmlb,Candidate key starts with dp400llml but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLML,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Left Hand Dump Tip, Stainless Steel",dp400llml-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-left-hand-dump-tip-stainless-steel,MPI_DP400LLML,source-zip,parts_database/mpi_automotive/images/raw/DP400LLML-B_3.png,dp400llmlb3,Candidate key starts with dp400llml but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,public-loose-sku,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,public,public/media/parts/mpi/dp400llmr-b-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel-coated-1.webp,dp400llmrb4in102mmoutlet3inidinletlonglegmantabadgerighthanddumptipstainlesssteelcoated1,"Existing public media filename contains dp400llmr, but is not an exact product media match.","Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/processed/DP400LLMR-B_1.png,dp400llmrb1,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/processed/DP400LLMR-B_2.png,dp400llmrb2,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/processed/DP400LLMR-B_3.png,dp400llmrb3,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/processed/DP400LLMR-B_4.png,dp400llmrb4,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/raw/DP400LLMR-B_1.png,dp400llmrb1,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/raw/DP400LLMR-B_2.png,dp400llmrb,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/raw/DP400LLMR-B_3.png,dp400llmrb3,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-prefix-extension,high,MPI Automotive,mpi,exhaust-pipes-tips,166.10,DP400LLMR,"4in (102mm) Outlet, 3in ID Inlet, Long Leg, Manta Badge Right Hand Dump Tip, Stainless Steel",dp400llmr-4in-102mm-outlet-3in-id-inlet-long-leg-manta-badge-right-hand-dump-tip-stainless-steel,MPI_DP400LLMR,source-zip,parts_database/mpi_automotive/images/raw/DP400LLMR-B_4.png,dp400llmrb4,Candidate key starts with dp400llmr but has extra suffix characters.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,extractors-headers,2345.75,FX-610DFSS-HPC-S,"Landcruiser FZJ80 4.5L1FZE DOHC Eng, 1 3/4"" Primary, 2 1/2"" Outlet Direct Fit Extractor With Flex",fx-610dfss-hpc-s-landcruiser-fzj80-4-5l1fze-dohc-eng-1-3-4-primary-2-1-2-outlet-direct-fit-extractor-with-flex,MPI_FX-610DFSS-HPC-S,source-zip,parts_database/mpi_automotive/images/raw/FX-610DFSS_1.png,fx610dfss,Candidate matched after stripping SKU suffix from FX-610DFSS-HPC-S to FX-610DFSS.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,extractors-headers,2345.75,FX-610DFSS-HPC-S,"Landcruiser FZJ80 4.5L1FZE DOHC Eng, 1 3/4"" Primary, 2 1/2"" Outlet Direct Fit Extractor With Flex",fx-610dfss-hpc-s-landcruiser-fzj80-4-5l1fze-dohc-eng-1-3-4-primary-2-1-2-outlet-direct-fit-extractor-with-flex,MPI_FX-610DFSS-HPC-S,source-zip,parts_database/mpi_automotive/images/raw/FX-610DFSS_2.png,fx610dfss,Candidate matched after stripping SKU suffix from FX-610DFSS-HPC-S to FX-610DFSS.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,2217.27,HOLS128SR-VFHSV-EV,VF HSV Sedan 2.5in Rear Mufflers (pair) with Electric Bimodal Valves,hols128sr-vfhsv-ev-vf-hsv-sedan-2-5in-rear-mufflers-pair-with-electric-bimodal-valves,MPI_HOLS128SR-VFHSV-EV,source-zip,parts_database/mpi_automotive/images/raw/HOLS128SR-VFHSV_1.png,hols128srvfhsv,Candidate matched after stripping SKU suffix from HOLS128SR-VFHSV-EV to HOLS128SR-VFHSV.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,2217.27,HOLS128SR-VFHSV-EV,VF HSV Sedan 2.5in Rear Mufflers (pair) with Electric Bimodal Valves,hols128sr-vfhsv-ev-vf-hsv-sedan-2-5in-rear-mufflers-pair-with-electric-bimodal-valves,MPI_HOLS128SR-VFHSV-EV,source-zip,parts_database/mpi_automotive/images/raw/HOLS128SR-VFHSV_2.png,hols128srvfhsv,Candidate matched after stripping SKU suffix from HOLS128SR-VFHSV-EV to HOLS128SR-VFHSV.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,2217.27,HOLS128UR-3-EV,VE VF Ute 3in Rear Mufflers (pair) with Electric Valves,hols128ur-3-ev-ve-vf-ute-3in-rear-mufflers-pair-with-electric-valves,MPI_HOLS128UR-3-EV,source-zip,parts_database/mpi_automotive/images/processed/HOLS128UR_3.png,hols128ur3,Candidate matched after stripping SKU suffix from HOLS128UR-3-EV to HOLS128UR-3.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,2217.27,HOLS128UR-3-EV,VE VF Ute 3in Rear Mufflers (pair) with Electric Valves,hols128ur-3-ev-ve-vf-ute-3in-rear-mufflers-pair-with-electric-valves,MPI_HOLS128UR-3-EV,source-zip,parts_database/mpi_automotive/images/raw/HOLS128UR_3.png,hols128ur3,Candidate matched after stripping SKU suffix from HOLS128UR-3-EV to HOLS128UR-3.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,2217.27,HOLS128UR-3VFHSV-EV,VF HSV Maloo Ute 3in Rear Mufflers E/Valve,hols128ur-3vfhsv-ev-vf-hsv-maloo-ute-3in-rear-mufflers-e-valve,MPI_HOLS128UR-3VFHSV-EV,source-zip,parts_database/mpi_automotive/images/raw/HOLS128UR-3VFHSV_2.png,hols128ur3vfhsv,Candidate matched after stripping SKU suffix from HOLS128UR-3VFHSV-EV to HOLS128UR-3VFHSV.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,2217.27,HOLS128UR-3VFHSV-EV,VF HSV Maloo Ute 3in Rear Mufflers E/Valve,hols128ur-3vfhsv-ev-vf-hsv-maloo-ute-3in-rear-mufflers-e-valve,MPI_HOLS128UR-3VFHSV-EV,source-zip,parts_database/mpi_automotive/images/raw/HOLS128UR-3VFHSV_3.png,hols128ur3vfhsv,Candidate matched after stripping SKU suffix from HOLS128UR-3VFHSV-EV to HOLS128UR-3VFHSV.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,public-loose-sku,high,MPI Automotive,mpi,exhaust-pipes-tips,1236.81,MBC630,Patrol Y62 5.6L V8 2 1/2in High Flow Cats,mbc630-patrol-y62-5-6l-v8-2-1-2in-high-flow-cats,MPI_MBC630,public,public/media/parts/mpi/ssmbc630-patrol-y62-5-6l-v8-2-1-2in-high-flow-cats-remote-1.webp,ssmbc630patroly6256lv8212inhighflowcatsremote,"Existing public media filename contains mbc630, but is not an exact product media match.","Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,673.94,MBM448MF-HARROP,VT - VZ Wagon - Ute 3in Dual Rear Muffler - Harrop spec,mbm448mf-harrop-vt-vz-wagon-ute-3in-dual-rear-muffler-harrop-spec,MPI_MBM448MF-HARROP,source-zip,parts_database/mpi_automotive/images/raw/MBM448MF_1.png,mbm448mf,Candidate matched after stripping SKU suffix from MBM448MF-HARROP to MBM448MF.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,mufflers-resonators,673.94,MBM448MF-HARROP,VT - VZ Wagon - Ute 3in Dual Rear Muffler - Harrop spec,mbm448mf-harrop-vt-vz-wagon-ute-3in-dual-rear-muffler-harrop-spec,MPI_MBM448MF-HARROP,source-zip,parts_database/mpi_automotive/images/raw/MBM448MF_2.png,mbm448mf,Candidate matched after stripping SKU suffix from MBM448MF-HARROP to MBM448MF.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,public-loose-sku,high,MPI Automotive,mpi,mufflers-resonators,839.05,MBM564MF-DPFBACK,Landcruiser VDJ200 2016 V8 4.5L 3in Centre Muffler to Fit up to Standard DPF,mbm564mf-dpfback-landcruiser-vdj200-2016-v8-4-5l-3in-centre-muffler-to-fit-up-to-standard-dpf,MPI_MBM564MF-DPFBACK,public,public/media/parts/mpi/ssmbm564mf-dpfback-landcruiser-vdj200-2016-v8-4-5l-3in-centre-muffler-to-fit-up-to-standard-dpf-remote-1.webp,ssmbm564mfdpfbacklandcruiservdj2002016v845l3incentremufflertofituptostandarddpfremote,"Existing public media filename contains mbm564mfdpfback, but is not an exact product media match.","Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,exhaust-pipes-tips,238.66,MBT240-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in L.H.S. Tailpipe (W/out Tip),mbt240-notip-commodore-vu-vz-v8-ute-2-1-2in-l-h-s-tailpipe-w-out-tip,MPI_MBT240-NOTIP,source-zip,parts_database/mpi_automotive/images/processed/MBT240_1.png,mbt240,Candidate matched after stripping SKU suffix from MBT240-NOTIP to MBT240.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,exhaust-pipes-tips,238.66,MBT240-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in L.H.S. Tailpipe (W/out Tip),mbt240-notip-commodore-vu-vz-v8-ute-2-1-2in-l-h-s-tailpipe-w-out-tip,MPI_MBT240-NOTIP,source-zip,parts_database/mpi_automotive/images/processed/SSMBT240_1.png,ssmbt240,Candidate matched after stripping SKU suffix from MBT240-NOTIP to MBT240.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,exhaust-pipes-tips,238.66,MBT240-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in L.H.S. Tailpipe (W/out Tip),mbt240-notip-commodore-vu-vz-v8-ute-2-1-2in-l-h-s-tailpipe-w-out-tip,MPI_MBT240-NOTIP,source-zip,parts_database/mpi_automotive/images/raw/MBT240_1.png,mbt240,Candidate matched after stripping SKU suffix from MBT240-NOTIP to MBT240.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
pending,P1,sku-suffix-stripped,high,MPI Automotive,mpi,exhaust-pipes-tips,238.66,MBT240-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in L.H.S. Tailpipe (W/out Tip),mbt240-notip-commodore-vu-vz-v8-ute-2-1-2in-l-h-s-tailpipe-w-out-tip,MPI_MBT240-NOTIP,source-zip,parts_database/mpi_automotive/images/raw/SSMBT240_1.png,ssmbt240,Candidate matched after stripping SKU suffix from MBT240-NOTIP to MBT240.,"Review manually. Suffixes, coating codes, size codes, side codes or kit variants can change the visible part.",Approve only if the candidate visibly represents the same part; otherwise request supplier media.,,,
